sep=,
ID,Text,Translation,VoiceActor,Context
406017788342,"Even though the samples we had where burnt beyond a crisp, we have made some progress on analyzing the foodstuff.

This stuff reacts with the unique acid in Shrieker stomachs to increase in mass and coat the stomach lining. What this means is the Shriekers stay fuller for longer!

We will include in our meals a small portion of both this and Shrieker acid to replicate this or us!
<em>Colonists will need to eat 20% less food each day</em>
<em>Colonists will now need to eat 20% less food each day</em>",,,ModItemTech Shrieker_food_scraps Description
655543368461,World War Observer,,,ModItemTrait war_observer DisplayName |gender-variants
123449376263,"This colonist has seen Scissorhands,Shriekers, & Deathflies fight en masse. Has a 15% increased dodge chance against their attacks.",,,ModItemTrait war_observer Description
497221506948,World War Ender,,,ModItemTrait became_death DisplayName |gender-variants
879196938667,"Ended an entire insect world war... though they are quiet to explain how. 40% harder to hit, attacks 75% faster",,,ModItemTrait became_death Description
414856051314,Near-Death Experience,,,ModItemTrait Almost_died DisplayName |gender-variants
237010685334,Noone knows how this colonist lived on near suicide mission.... but they are now reminded of their attempt every day.,,,ModItemTrait Almost_died Description
828366165529,Ate Shrieker Food,,,ModItemTrait ate_shrieker_food_bad DisplayName |gender-variants
159309559536,We have triangulated localized seismic activity to a nearby tropical region.,,,ModItemExpeditionPreset NestAwaken_Exp_Scissorhand_Nest description
305361382111,<u(StoryBit)> (weight: <Weight>),,,
305361382111,<u(StoryBit)> (weight: <Weight>),,,
305361382111,<u(StoryBit)> (weight: <Weight>),,,
516957375298,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Single_Occupant_Scissor_Nest NotificationText
110135522538,[The Nests Awaken] A Betrayer,,,ModItemStoryBit Single_Occupant_Scissor_Nest Title
452416333956,"We tracked the earthquake to the largest Shrieker Nest I have ever seen!

My nose was met with the stench of death.
The only living creature is a lone 10 ft tall Scissorhands, surrounded by dead Scissorhands.
It's shell is marred with.... slashes?!?

What should I do?",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
348134983269,Set fire to the nest and deadly mega-creature,,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
317666994399,[The Nests Awaken] A Betrayer,,,ModItemStoryBit Single_Occupant_Scissor_Nest Title
952630229771,"I collected some kindling and started a small bonfire close to the nest.
Thankfully Scissorhand nests are flammable, and it quickly became a roaring inferno.

The Scissorhands just watched the fire approach and continued to consume it's kills. Even after it was clearly burning alive, it seemed unfazed.
The smoke and falling nests eventually obscured my view, but there's no way it survived.... right?

<em>Local Scissorhand Nest aggression levels lowered.
Silicon Gained</em>",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
937138689778,Try to appease it and scavenge the nests,,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
874737609244,[The Nests Awaken] A Betrayer,,,ModItemStoryBit Single_Occupant_Scissor_Nest Title
423176444969,"After catching the Scissorhands attention; I placed some of my belongings in front of me and stepped back.
I then pointed to the giant nest behind it.
The Scissorhands promptly rushed and pinned me down with a stab in the leg. It then to bleed me near dry.

In my now delirious state, it then tried to finish the job!
But without much blood to offset my body releasing adrenaline, I found myself able to dodge better!

After what felt like an eternity of misses, the Scissorhands abruptly went back to it's kills.
I had to crawl back to my ride home, but I lived....

<em>Colonist gains a trait granting dodge chance in close combat.</em>",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
197408347660,Attempt to tame it,,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
495257948772,[The Nests Awaken] A Betrayer,,,ModItemStoryBit Single_Occupant_Scissor_Nest Title
925598054324,"I managed to find some food to tame it (That wasn't it's fellow Scissorhands), and started to slowly convince it life with me was better.

I was interrupted when another group of Scissorhands returned to the nest; but the betrayer (The name I gave it) killed a few and ran the rest off.

It then almost gave me a look like it was ready to go.
I'm not sure Scissorhands aren't smarter than they initially appeared.... at least this one.

Bringing it on home!

<em>A high tier Scissorhands will be brought back from this expedition.
Local Scissorhand Nest aggression levels raised.</em>",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
283482400818,[The Nests Awaken] A Betrayer,,,ModItemStoryBit Single_Occupant_Scissor_Nest Title
755280989645,"I couldn't find anything that wasn't a Scissorhand corpse to try and tame the scissorhand with.

The Scissohand seemed pretty insulted and started getting aggressive!
To make matters worse, a whole group of Scissorhands showed up and interrupted the taming.

I got out of their before I ended up as either groups dinner! 

<em>Local Scissorhand Nest aggression levels raised.</em>",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
452993994446,"Scavenge around the site, and avoid the beast",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
658257153764,[The Nests Awaken] A Betrayer,,,ModItemStoryBit Single_Occupant_Scissor_Nest Title
763948926440,"I made sure to always avoid that big bug, and it wandered around eating it's kills.

Luckily that let me break down some nest structures for some Silicon.

<em>Silicon Gained</em>",,,ModItemStoryBit Single_Occupant_Scissor_Nest Text
266833903346,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Scissorhand_Mating_event NotificationText
526098361340,[The Nests Awaken] Scissorhand Mating Site,,,ModItemStoryBit Scissorhand_Mating_event Title
828743778286,"I floated over the disturbance.
It a Scissorhand mega-colony!

As I continued to watch, each Scissorhand would stand in the center and dance. Sometimes turning to face another Scissorhand, or always look towards one.

Sometimes after one finishes dancing, it will pair off.
This must be the mating dance and possibly even ritual they do!

What should I do?",,,ModItemStoryBit Scissorhand_Mating_event Text
387523332031,Observe the Insects for any insights,,,ModItemStoryBit Scissorhand_Mating_event Text
543906784848,[The Nests Awaken] Mating Dance Discovered,,,ModItemStoryBit Scissorhand_Mating_event Title
555886404386,"I watched with attention as each Scissorhands came to the center, and tried my best to sketch the different forms that they paused on.

My art skills meant it was a bunch of stick people with extra arms didn't help, but I think I have what I need.

If we have nearby Scissorhands (Or are attacked by them), I think I will better chance of taming them with the help of these!

<em>This colonist now has a trait giving them greater efficiency when taming Scissorhands</em>",,,ModItemStoryBit Scissorhand_Mating_event Text
161042252208,Start a fire and destroy the site!,,,ModItemStoryBit Scissorhand_Mating_event Text
748425566629,[The Nests Awaken] Mating Dance Discovered,,,ModItemStoryBit Scissorhand_Mating_event Title
714448102929,"I collected some kindling nearby, and then lined up dry wood to burn towards the site.

The fire quickly spread and engulfed everything!

I must have left some sort of trail, because I've spotted Scissorhands behind my trail back home!

<em><style TextNegative>The consequences of this action will occur in due time</style>",,,ModItemStoryBit Scissorhand_Mating_event Text
350747133885,Interrupt a mating and tame them instead!,,,ModItemStoryBit Scissorhand_Mating_event Text
403295593988,[The Nests Awaken] Scissorhand Mating Site,,,ModItemStoryBit Scissorhand_Mating_event Title
568620839950,"Well I did interrupt the farthest pair from the nest.
Not sure if this is how it works for all Scissorhands, but when they noticed me, one killed the other.

Something about being started and sharp blades are in awkward positions.....

Regardless, I managed to convince the last one I was a friend and not food!

So hoisting it and bringing it back home!

<em>A high tier Scissorhands will be brought back from this expedition.
Local Scissorhand Nest aggression levels raised.</em>",,,ModItemStoryBit Scissorhand_Mating_event Text
806289281069,[The Nests Awaken] Scissorhand Mating Site,,,ModItemStoryBit Scissorhand_Mating_event Title
455547906131,"I thought I picked a pair that was far away from the nest.
What I did not know was that there where other pairs nearby that spotted me while I was approaching.

I barely had enough distance between me and the group of mega-predators to make it back to my ride home!

I'm sure the Scissorhands did not like a random human wandering in....

<em>Local Scissorhand Nest aggression levels raised twice.</em>",,,ModItemStoryBit Scissorhand_Mating_event Text
874392966327,Scavenge what you can after everyone is paired,,,ModItemStoryBit Scissorhand_Mating_event Text
391981441246,[The Nests Awaken] Scissorhand Mating Site,,,ModItemStoryBit Scissorhand_Mating_event Title
986784585722,"I waited until the festivities died down and most of the Scissorhands where resting.
Thankfully the noise of the nest did not lower, so I could be a little more aggressive breaking down some of the larger pieces of nest that had fallen off.

After filling my bags full multiple times, I am leaving feeling pretty pleased with myself!

<em>Large trove of Silicon Gained</em>",,,ModItemStoryBit Scissorhand_Mating_event Text
331213279531,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Weak_scissor_hunting_pack NotificationText
189024014004,[The Nests Awaken] Scissorhand Ambush Site,,,ModItemStoryBit Weak_scissor_hunting_pack Title
728012514068,"I spotted a pack of weak Scissorhands laying in wait near a mountain tunnel.
All other Scissorhands most likely cannot ambush hunt due to evolution warping their carapace into vibrant colors.

They are perfectly still, and look relatively underfed.
They would be easy marks for a well equipped colonist, or respond well to food.

How to proceed?",,,ModItemStoryBit Weak_scissor_hunting_pack Text
342086451258,Kill these weaklings!,,,ModItemStoryBit Weak_scissor_hunting_pack Text
807015172525,[The Nests Awaken] Scissorhand Ambush Site,,,ModItemStoryBit Weak_scissor_hunting_pack Title
721113194455,"It was quite easy to deal with them.
I landed, then threw rocks to distract each one individually.
Then repeat, repeat, repeat.

Usually the buggers know where we are, and we can't really hide.
But in this case I had to use more stealth than I'm used too.
And I think that has gotten me better at fighting in general!

<em>Colonists Combat Skill increased by 2.
Local Scissorhands Nest aggression levels raised.</em>",,,ModItemStoryBit Weak_scissor_hunting_pack Text
122220266452,Scare some nearby Draka through the tunnel,,,ModItemStoryBit Weak_scissor_hunting_pack Text
523964104823,[The Nests Awaken] Scissorhand Ambush Site,,,ModItemStoryBit Weak_scissor_hunting_pack Title
562560472062,"Once in position, all the scared Drakas immediately sprinted towards the tunnel.
Which looked safer than a new creature that's making scary noises!

I lost count of how many I sent to their fate, because this was the best fun I've had in a long time!

On my way back I did noticed a MUCH larger group moving their kills... 
I wonder what that's about?

<em>Local Scissorhands Nest aggression levels lowered.</em>",,,ModItemStoryBit Weak_scissor_hunting_pack Text
375340601818,Observe their hunting patterns,,,ModItemStoryBit Weak_scissor_hunting_pack Text
100473465854,[The Nests Awaken] Scissorhand Ambush Site,,,ModItemStoryBit Weak_scissor_hunting_pack Title
111565662082,"I watched closely to how the Scissorhands hunt. 
Even the little ones seem to ""know"" when a Draka is about to come into vision.

The more I watched.... the more I could start to send it as well.
It is very hard to express in words.
But you can tell from the way the trees and grass move.
Very faint, but once you notice the signs it is hard not too.

I will do a better write up for a researcher to put fancy names to it!

<em>A special research is unlocked which will grant powerful combat bonuses.</em>",,,ModItemStoryBit Weak_scissor_hunting_pack Text
528761251147,Drop food while leaving so they follow you,,,ModItemStoryBit Weak_scissor_hunting_pack Text
121387107697,[The Nests Awaken] Scissorhand Ambush Site,,,ModItemStoryBit Weak_scissor_hunting_pack Title
780712990055,"I then flew right over them and dropped some fresh meat from some kills I made prior.
The little things seemed confused why food was literally dropping from the sky.

I then started flying back home, and dropped piece after piece.
The Scissorhands followed, and are still following me!

Hopefully one or two are friendly and full by the time I get back!

<em>A high tier Scissorhands will be brought back from this expedition.
Local Scissorhand Nest aggression levels raised.</em>",,,ModItemStoryBit Weak_scissor_hunting_pack Text
181182190895,Survival of the Fittest,,,ModItemTrait scissor_mentored DisplayName |gender-variants
390084024290,"Having survived a close ordeal with a mega-Scissorhands, this colonist has a +30% chance to dodge attacks in melee combat!",,,ModItemTrait scissor_mentored Description
436358241914,Animal Dance Interpretor,,,ModItemTrait Scissor_Exp_Animal_tamer DisplayName |gender-variants
741269100400,"This colonist has gained a better understanding of mating rituals on this planet, and is better at taming creatures.",,,ModItemTrait Scissor_Exp_Animal_tamer Description
383868277397,Ambush Fire,,,ModItemTech scissor_ambush DisplayName
221381325388,"A survivor watched how Scissorhands hunt, and the Scissorhands don't need to see their enemy to act. This lets them land hits right as the enemy walks into sight.

Let's start practicing this!

<em>Researching this will grant all colonists 1.2x times vision range and 20% added accuracy to attacks.</em>",,,ModItemTech scissor_ambush Description
307155733989,An escape pod!,,,ModItemExpeditionPreset NA_Exped_Robot_Nest display_name
449459407683,An escape pod with flashing hazard lights landed nearby!,,,ModItemExpeditionPreset NA_Exped_Robot_Nest description
305361382111,<u(StoryBit)> (weight: <Weight>),,,
305361382111,<u(StoryBit)> (weight: <Weight>),,,
305361382111,<u(StoryBit)> (weight: <Weight>),,,
801489114182,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Robot_Degraded_Prefab NotificationText
275666857275,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Degraded_Prefab Title
613753515045,"I landed and found a group of tattered Consortium buildings.
Bite, claw, and acid burns are on everything.
Robots with missing arms and limbs are trying to fell trees and break nearby stone.

This looks like a small automated mining base, and I see a drop box. We can get this base back up and running... or salvage it... 

What should I do?",,,ModItemStoryBit Robot_Degraded_Prefab Text
467832956904,Break and Salvage these clankers!,,,ModItemStoryBit Robot_Degraded_Prefab Text
702156236008,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Degraded_Prefab Title
507494139370,"I stomped on what robots were still moving.
The buildings where so broken down a single solid kick toppled them.

There are a lot of blinking red lights that I couldn't break though.
Not sure what that's about, but I'm coming back with quite a haul!

<em>Local Consortium Nest aggression levels raised.
Large trove of Silicon Gained</em>
",,,ModItemStoryBit Robot_Degraded_Prefab Text
516413203378,Get this base some resources!,,,ModItemStoryBit Robot_Degraded_Prefab Text
986660128866,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Degraded_Prefab Title
949651270910,"I broke all the nearby trees and rocks down.
Took me the better part of a day, and I'm going to be sore for days.

After the 3rd rock I dropped into the drop box, the building started to whir to life!
And out came a brand new robot with a brand new teal pickaxe.

It glanced my way, but then went right to work picking up the rest of what I broke down. 

I left before the now buzzing base changed it's mind.

<em>Colonists Physical Skill increased by 2.
Local Consortium Nest aggression levels lowered.</em>",,,ModItemStoryBit Robot_Degraded_Prefab Text
110741350059,Try and communicate with the base,,,ModItemStoryBit Robot_Degraded_Prefab Text
841480103934,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Degraded_Prefab Title
778287045052,"I walked into the center of the town and said:
""Oh man this base looks rough, I am willing to help for the right reward!""

A nearby loudspeaker stated ""ASSISTANCE OFFER ACCEPTED. PLEASE PLACE ALL ROBOTS TOGETHER AND RECEIVE MAINTENANCE PROTOCOLS""

I did as asked, and the robots swapped parts around until there was a single functional one.

<em>All survivors equipment now degrades 50% slower.
Local Consortium Nest aggression levels lowered.</em>",,,ModItemStoryBit Robot_Degraded_Prefab Text
444232261491,Sneak into the main base and explore!,,,ModItemStoryBit Robot_Degraded_Prefab Text
618631955174,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Degraded_Prefab Title
505610405835,"There is a rumor that all Consortium Tech has a self destruct button hidden away.
And in the middle of the main building was a big red button labeled ""SDB"". 
After a brisk jog away from the base, I felt the explosion and saw the smoke cloud.

We need to wait for it to cool down.
But after can strip that site of its metal!

<em>This site becomes a repeatable metal expedition.</em>",,,ModItemStoryBit Robot_Degraded_Prefab Text
541119697209,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Robot_Diplo_Miscomm NotificationText
773066943050,[The Nests Awaken] Consortium First Contact,,,ModItemStoryBit Robot_Diplo_Miscomm Title
930081331336,"As I flew in, a Consortium drone flew up to me and said in multiple languages:

""GREETINGS NATIVES, PLEASE LAND SO WE CAN DISCUSS FIRST CONTACT""
After landing, the main building spat out a Robot in a fancy hat and monocle.
It stated ""WELCOME, LET US NEGOTIATE MINING RIGHTS""

Should I tell him? Or keep this charade up?",,,ModItemStoryBit Robot_Diplo_Miscomm Text
479422209092,"Play along, make a good ""deal""",,,ModItemStoryBit Robot_Diplo_Miscomm Text
985336167809,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Diplo_Miscomm Title
769090058911,"It appears I have convinced them.
Even though they wanted the full planet, I made sure to only give them this small quadrant.

They seemed quite pleased, and negotiated me down to ""only"" 100,000 Galacticoins!

<em>500,000 Galacticoins gained</em>
<style TextNegative>The Consortium will be upset if they ever discovers this betrayal.</style> ",,,ModItemStoryBit Robot_Diplo_Miscomm Text
578007899959,Resolve the miscommunication without dying,,,ModItemStoryBit Robot_Diplo_Miscomm Text
678850191758,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Diplo_Miscomm Title
122637601652,"I politely but firmly tried to explain that I and noone I know has the authority to trade away mining rights.
After the 10th time, the Robots seemed to understand.

The posh Robot finally stated ""IF YOU CANNOT TRADE THEN LEAVE US BE. WE SHALL GRANT YOU A STANDARD ORGANIC RATION PACK FOR WASTING YOUR TIME"".

When I got back to my ride, I only saw a bunch of oil, fat, and umbrellas.... Organic Ration pack my ***

<em>Collected assorted resources</em>",,,ModItemStoryBit Robot_Diplo_Miscomm Text
543771149310,This is an illegal mining base!,,,ModItemStoryBit Robot_Diplo_Miscomm Text
117855560734,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Diplo_Miscomm Title
646013289734,"Before I ended up on this planet, I knew that the Consortium was just a robotics company. And they certainly did not have any authority to even send space ships, let alone mine!

As I explained, I was cutoff by the robot....
""DIPLOMATIC COMMUNICATIONS HAVE BROKEN DOWN. LEAVE THE PREMISES BEFORE YOUR DIPLOMATIC IMMUNITY IS NULL AND VOID, AND ALERT YOUR CIVILIZATION WE DECLARE WAR.""

<style TextNegative>The consequences of this action will occur in due time</style>",,,ModItemStoryBit Robot_Diplo_Miscomm Text
512022465446,Stall the talks and sabotage the base,,,ModItemStoryBit Robot_Diplo_Miscomm Text
966655008822,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Diplo_Miscomm Title
673450905611,"I asked to see a tour before we started to negotiate to 'make sure their stuff was top quality'.

I also made sure to stress how culturally, I must ""bless"" everything that sparks with water.
And those buckets of bolts just let me..... like their self-preservation code got turned off!

No sooner had I toured 2 buildings than everything was shorting, and a few fires broke out!
Needless to say, I got to pick what I wanted to bring home from the negotiations!

<em>Hoard of silicon and metal acquired.
Local Consortium Aggression increased</em>",,,ModItemStoryBit Robot_Diplo_Miscomm Text
624375902685,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Robot_Fake_Settlement NotificationText
139755321033,[The Nests Awaken] A totally human settlement,,,ModItemStoryBit Robot_Fake_Settlement Title
400841303990,"I landed in a ""town"" called ""TOTALLYHUMANVILLE"" according to its giant banner.
Clearly Consortium Robots in tattered clothes are standing still saying ""I need to file my taxes this year"".
Cages with animals (some dead, some alive) are all stacked on top each. With a giant sign above it reading ""PLEASE AWW AT OUR PETS"".

One of the Robots eventually wanders up and says ""HELLO, WE NEED TO TEST YOU TO MAKE SURE YOUR NOT A ROBOT. PLEAS ANSWER OUR QUESTIONS""",,,ModItemStoryBit Robot_Fake_Settlement Text
609619301121,Save those animals!,,,ModItemStoryBit Robot_Fake_Settlement Text
608221526455,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Fake_Settlement Title
781495852780,"Through a combination of trickery, flattery, and acting like I believed the robots, I managed to break some cages.
The animals that were healthy enough started to rampage across the ""town"".
The animal whose cage I opened first seemed to take a liking to me, and it seems to want to come home with me.

<em>High Tier animal will be brought back from this expedition.
Local Consortium Aggression levels increased.</em>",,,ModItemStoryBit Robot_Fake_Settlement Text
699209724742,"Ask to trade your sheep for their wood, you need to build a road",,,ModItemStoryBit Robot_Fake_Settlement Text
313243747144,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Fake_Settlement Title
177283289978,"The robots seemed almost happy that their ""disguise"" is working.
They quickly placed buckets of wood on my vehicle, and seemed to forget that I offered them anything at all.

<em>Hoard of wood acquired.
Local Consortium Aggression levels lowered.</em>",,,ModItemStoryBit Robot_Fake_Settlement Text
446566193510,Try and get them to break character,,,ModItemStoryBit Robot_Fake_Settlement Text
514021971038,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Fake_Settlement Title
252610986332,"I politely informed the ""humans"" that I need no test, because I'm bad at math!
I told them to ask me one, and they gave me an exponential calculus that I couldn't even do it regularly....

I then asked them what 2 + 2 is, and I could literally hear their computers try and not answer correctly.
Luckily they kept whirring until every single bot short circuited.
Leaving me free to loot the place!

<em>Hoard of metal and silicon.
Local Consortium Aggression levels unchanged.</em>",,,ModItemStoryBit Robot_Fake_Settlement Text
557173702604,"Offer to help their ""town""",,,ModItemStoryBit Robot_Fake_Settlement Text
715332642423,[The Nests Awaken] Consortium Mining Site,,,ModItemStoryBit Robot_Fake_Settlement Title
559411836035,"After passing their ""test"" (drinking water), I offered to help them with their lives.
I said I could cook, hunt, do research.....

While still speaking my language, they discussed how they should respond. 
They mentioned how a Consortium signal is beaming them most of the energy they need, and they don't need help really.

At that point, I decided to leave before they realized what they just told me.

<em>Technology unlocked granting powerful benefits.</em>",,,ModItemStoryBit Robot_Fake_Settlement Text
888103019740,Consortium Deception Discovered,,,ModItemStoryBit ConstortiumDeceived Title
515394180803,"A large airship flies above your base. 
After stabilizing, it announces:

""WE HAVE FINALLY LOCATED YOU, THE DECEIVERS!
WE WILL NOW COMMENCE OUR REVENGE FOR THE FINANCIAL PENALTIES WE SUFFERED BECAUSE OF OUR FALSIFIED MINING RIGHTS!""

<style TextNegative>Local Consortium Nest aggression levels increased 5x.
The Consortium will also send an attack.</style>",,,ModItemStoryBit ConstortiumDeceived Text
756256372571,Consortium Power Beaming,,,ModItemTech NA_consort_power_efficiency DisplayName
498459637401,"An expedition to a Consortium mining base has revealed a secret frequency that the Consortium is beaming power through!

Let's hack into this signal, and learn how to harness it for our own purposes!

<em>All buildings consume 25% less power</em>",,,ModItemTech NA_consort_power_efficiency Description
189159299236,A meteorite fell in this area.,,,ModItemExpeditionPreset NestAwaken_Exp_Ritual_Site description
305361382111,<u(StoryBit)> (weight: <Weight>),,,
788927740183,Doombringer,,,ModItemTrait NA_DoomSelecter DisplayName |gender-variants
745960059960,"This colonists sleep is plagued with nightmares of <disaster_species>. THey think it is a portent of doom, and need more sleep.",,,ModItemTrait NA_DoomSelecter Description
790456924082,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit NA_Ritual_Site NotificationText
689773556964,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site Title
427346054794,"In the middle of all the pillars was a giant circular hewn staircase going down into the earth.

I cautiously ventured down, and at the bottom was a grueling sight.

A Shrieker, a Scissorhand, and a Robot have vines growing through them.
They are all weak and bleeding (or leaking) into a dark pit in the middle of the room.

What should I do?",,,ModItemStoryBit NA_Ritual_Site Text
509651737486,Free one (Or all),,,ModItemStoryBit NA_Ritual_Site Text
588416265092,Throw one into the pit,,,ModItemStoryBit NA_Ritual_Site Text
131050927229,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit NA_Ritual_Site_free NotificationText
461204223176,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_free Title
301381575679,"In the middle of all the pillars was a giant circular hewn staircase going down into the earth.

I cautiously ventured down, and at the bottom was a grueling sight.

A Shrieker, a Scissorhand, and a Robot have vines growing through them.
They are all weak and bleeding (or leaking) into a dark pit in the middle of the room.

What should I do?",,,ModItemStoryBit NA_Ritual_Site_free Text
896837737328,Free the Shrieker,,,ModItemStoryBit NA_Ritual_Site_free Text
647915288024,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_free Title
804506643042,"I took the Shrieker down, it was too weak to even fight back.

As I started to try and drag it back to the entrance, the body turned to dust within 5 seconds! 
When I glanced back to the other creatures, they were also nowhere to be seen...

What does this mean?

<em>Local Shrieker Nests aggression lowered 10x.</em>",,,ModItemStoryBit NA_Ritual_Site_free Text
734574143654,Free the Scissorhands!,,,ModItemStoryBit NA_Ritual_Site_free Text
711358804043,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_free Title
884431128636,"I took the Scissorhand down, it was too weak to even fight back.

As I started to try and drag it back to the entrance, the body turned to dust within 5 seconds! 
When I glanced back to the other creatures, they were also nowhere to be seen...

What does this mean?

<em>Local Scisorhands Nests aggression lowered 10x.</em>",,,ModItemStoryBit NA_Ritual_Site_free Text
952819764857,Free the Robot!,,,ModItemStoryBit NA_Ritual_Site_free Text
768459043788,Guardian DLC,,,ModItemStoryBit NA_Ritual_Site_free PrerequisiteText
716360395676,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_free Title
989967729384,"I took the Robot down, it was too weak to even fight back.

As I started to try and drag it back to the entrance, the body turned to dust within 5 seconds! 
When I glanced back to the other creatures, they were also nowhere to be seen...

What does this mean?

<em>Local Consortium Nests aggression lowered 10x.</em>",,,ModItemStoryBit NA_Ritual_Site_free Text
966956978298,Free them all!,,,ModItemStoryBit NA_Ritual_Site_free Text
973183624745,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_free Title
831193755728,"I took the Shrieker down first.
It didn't have the energy to even hiss at me!

I quickly cut the others down.
The second the last one hit the floor, they all crumbled into dust...

What does this mean?

<em>All nests are no longer alert.</em>",,,ModItemStoryBit NA_Ritual_Site_free Text
977820525654,Wait I changed my mind,,,ModItemStoryBit NA_Ritual_Site_free Text
532895415046,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit NA_Ritual_Site_throw NotificationText
445367552988,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_throw Title
490463520105,"In the middle of all the pillars was a giant circular hewn staircase going down into the earth.

I cautiously ventured down, and at the bottom was a grueling sight.

A Shrieker, a Scissorhand, and a Robot have vines growing through them.
They are all weak and bleeding (or leaking) into a dark pit in the middle of the room.

What should I do?",,,ModItemStoryBit NA_Ritual_Site_throw Text
918659265639,Throw the Shrieker into the pit,,,ModItemStoryBit NA_Ritual_Site_throw Text
918388632888,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_throw Title
543080352657,"I bound the Shrieker with vines and cut it down.
Slowly I dragged it closer and closer to the pit.
When I glanced down into the darkness, I was instead met with tiny dots of light from far below.

With a swift kick, the body started to descend.
I stuck around waiting to hear a thud.

Imagine my surprise when I saw those lights start getting bigger!
And Shriekers started climbing up the pit!

Needless to say, I left immediately. 
As I fly back it all feels like a fever dream.....

<style TextNegative>You will feel the consequences of this in due time</style>
<em>This colonist has gained a trait from this decision.</em>",,,ModItemStoryBit NA_Ritual_Site_throw Text
834551438719,Throw the Scissorhand into the pit,,,ModItemStoryBit NA_Ritual_Site_throw Text
705703771455,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_throw Title
359731480412,"I bound the Scissorhands with vines and cut it down.
Slowly I dragged it closer and closer to the pit.
When I glanced down into the darkness, I was instead met with tiny dots of light from far below.

With a swift kick, the body started to descend.
I stuck around waiting to hear a thud.

Imagine my surprise when I saw those lights start getting bigger!
And Scissorhands started climbing up the pit!

Needless to say, I left immediately. 
As I fly back it all feels like a fever dream.....

<style TextNegative>You will feel the consequences of this in due time</style>
<em>This colonist has gained a trait from this decision.</em>",,,ModItemStoryBit NA_Ritual_Site_throw Text
788670638652,Throw the Robot into the pit,,,ModItemStoryBit NA_Ritual_Site_throw Text
727391762808,Guardians DLC,,,ModItemStoryBit NA_Ritual_Site_throw PrerequisiteText
533275306483,[The Nests Awaken] Ritual Site,,,ModItemStoryBit NA_Ritual_Site_throw Title
614255163882,"I bound the Robot with vines and cut it down.
Slowly I dragged it closer and closer to the pit.
When I glanced down into the darkness, I was instead met with bright red laser pointers from far below.

With a swift kick, the body started to descend.
I stuck around waiting to hear a thud.

Imagine my surprise when I saw those lights start getting bigger!
And Robots started climbing up the pit!

Needless to say, I left immediately. 
As I fly back it all feels like a fever dream.....

<style TextNegative>You will feel the consequences of this in due time</style>
<em>This colonist has gained a trait from this decision.</em>",,,ModItemStoryBit NA_Ritual_Site_throw Text
610379090772,Wait I changed my mind,,,ModItemStoryBit NA_Ritual_Site_throw Text
672980932239,"SchemeBk, 9",,,ModItemTextStyle FinePrint TextFont
359172351610,Nearby Pylon,,,ModItemRobotCondition FamiliarGroundRobo DisplayName
